[Year],[S&E Fields],[Board field],[Public or Private],[Institution Name],[Citizenship],[Sex],Graduate students
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,414"
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,309"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,Foreign nationals,Male,"1,304"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,284"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,"1,259"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,"1,241"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Female,"1,217"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,172"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,"1,167"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,"1,122"
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,075"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,060"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,060"
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Male,"1,043"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,987
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,977
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,866
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,850
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,824
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,821
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,804
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Male,739
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,733
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",Foreign nationals,Male,711
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Female,698
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,690
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Male,669
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,652
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,651
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,648
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",Foreign nationals,Male,631
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Pepperdine University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,620
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,613
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Male,608
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Palo Alto University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,605
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,Foreign nationals,Male,599
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,582
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",Foreign nationals,Male,580
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,571
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Fielding Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,571
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,543
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,542
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,519
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",Foreign nationals,Male,513
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",Foreign nationals,Male,490
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,Foreign nationals,Female,490
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,483
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,476
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",Foreign nationals,Male,476
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Female,470
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",Foreign nationals,Male,463
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,458
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,438
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",Foreign nationals,Male,437
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,436
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,431
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,430
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Female,429
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",Foreign nationals,Male,427
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,415
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,410
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",Foreign nationals,Female,401
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Los Angeles",Foreign nationals,Male,397
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Female,389
